Kustannuspaikan nro;Rakennuksen nimi;Rakennusnro;Rakennuksen osoite;Rakennuksen kayttotarkoitus;Latitude;Longitude;Rakennuksen brutto pinta-ala;Valmistumisvuosi;Peruskorjausvuosi;Laajennusvuosi;Kiinteiston id;Kiinteistotunnus;Kiinteiston osoite;Kiinteiston pinta-ala;Tilatunniste;Kerros numerona;Vuokratilanne;Vuokrattava huoneistoala;Huoneiston version alkupvm;Huoneiston version loppupvm;Huoneiston lisatiedot;Huoneiston sopimusnro;Huoneiston kayttotarkoitus;Huoneiston alv;Huoneiston markkinavuokra
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F1-13;1,0;No;51.50;4.9.2019 14:13;;;;Huoltokäytävät;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F1-14;1,0;No;14.50;4.9.2019 14:13;;;;Huoltokäytävät;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F1-15;1,0;Yes;9.00;4.9.2019 14:13;;;510001130;Muu;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F1-16;1,0;Yes;99.00;4.9.2019 14:13;;;510000996;Muu;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F1-17;1,0;Yes;103.50;4.9.2019 14:13;;;510000996;Muu;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F1-18;1,0;Yes;19.50;4.9.2019 14:13;;;510000996;Tekniset tilat;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F1-2;1,0;Yes;48.50;4.9.2019 14:13;;;510000989;Liiketila;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F1-20;1,0;Yes;228.00;4.9.2019 14:13;;;510000996;Toimisto;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F1-3;1,0;Yes;84.50;4.9.2019 14:13;;;510000988;Liiketila;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F1-4;1,0;Yes;4.00;4.9.2019 14:13;;;510000983;Liiketila;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F1-5;1,0;Yes;68.00;4.9.2019 14:13;;;510000990;Liiketila;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F1-6;1,0;Yes;42.00;4.9.2019 14:13;;;;Liiketila;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F1-7;1,0;Yes;204.00;4.9.2019 14:13;;;510000985;Liiketila;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F1-8;1,0;Yes;291.50;4.9.2019 14:13;;;510001130;Liiketila;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F1-81;1,0;Yes;55.50;4.9.2019 14:13;;;510000999;Varasto;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F1-9;1,0;Yes;104.00;4.9.2019 14:13;;;510000996;Muu;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F2-10;2,0;Yes;201.00;4.9.2019 14:13;;;;Liiketila;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F2-11;2,0;Yes;79.00;4.9.2019 14:13;;;510000999;Liiketila;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F2-12;2,0;Yes;135.50;4.9.2019 14:13;;;510000999;Liiketila;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F2-13;2,0;Yes;165.50;4.9.2019 14:13;;;510000999;Liiketila;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F2-14;2,0;Yes;284.00;4.9.2019 14:13;;;510000999;Liiketila;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F2-15;2,0;Yes;355.00;4.9.2019 14:13;;;510000999;Liiketila;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F2-16;2,0;Yes;56.00;4.9.2019 14:13;;;;Liiketila;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F2-17;2,0;Yes;51.50;4.9.2019 14:13;;Sopimus siirtynyt Midare Oy:lle.;;Liiketila;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F2-18;2,0;No;242.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F2-19;2,0;No;13.50;4.9.2019 14:13;;;;Muu;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F2-21;2,0;No;14.50;4.9.2019 14:13;;;;Huoltokäytävät;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F2-22;2,0;No;68.00;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F2-23;2,0;Yes;131.50;4.9.2019 14:13;;;510000996;Julkiset tilat;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F2-24;2,0;No;401.00;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5540;Torikeskus;HAK01;;Liikerakennukset;61,26795576704960;24,03148697224980;10238.50;2012;;;78;908-2-23-9;;13965.00;F2-9;2,0;Yes;121.00;4.9.2019 14:13;;;510000999;Liiketila;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;B1-1;0,0;Yes;56.50;20.3.2020 00:00;;;;Liiketila;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;B1-10;0,0;Yes;360.50;20.3.2020 00:00;;;;Varasto;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;B1-11;0,0;Yes;39.00;20.3.2020 00:00;;;;Varasto;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;B1-12;0,0;Yes;45.50;20.3.2020 00:00;;;;Varasto;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;B1-13;0,0;No;6.50;20.3.2020 00:00;;;;Tekniset tilat;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;B1-14;0,0;No;13.50;20.3.2020 00:00;;;;Julkiset tilat;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;B1-2;0,0;Yes;46.00;20.3.2020 00:00;;;;Muu;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;B1-3;0,0;No;156.00;20.3.2020 00:00;;;;Julkiset tilat;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;B1-4;0,0;No;13.00;20.3.2020 00:00;;;;Julkiset tilat;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;B1-5;0,0;Yes;17.00;20.3.2020 00:00;;;;Muu;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;B1-6;0,0;No;63.00;20.3.2020 00:00;;;;Tekniset tilat;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;B1-7;0,0;No;82.50;20.3.2020 00:00;;;;Julkiset tilat;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;B1-8;0,0;No;57.50;20.3.2020 00:00;;;;Tekniset tilat;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;B1-9;0,0;Yes;84.50;20.3.2020 00:00;;;;Muu;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F1-1;1,0;Yes;1761.50;20.3.2020 00:00;;;;Liiketila;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F1-10;1,0;No;39.50;20.3.2020 00:00;;;;Huoltokäytävät;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F1-11;1,0;No;463.00;20.3.2020 00:00;;;;Muu;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F1-12;1,0;No;16.50;20.3.2020 00:00;;;;Julkiset tilat;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F1-13;1,0;Yes;33.00;20.3.2020 00:00;;;;Muu;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F1-14;1,0;Yes;84.50;1.9.2020 00:00;;;;Liiketila;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F1-15;1,0;Yes;78.50;1.9.2020 00:00;;;;Liiketila;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F1-2;1,0;Yes;219.00;23.10.2020 00:00;30.6.2021 23:59;;;Liiketila;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F1-21;1,0;Yes;200.00;23.10.2020 00:00;30.6.2021 23:59;;;Muu;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F1-3;1,0;Yes;752.50;20.3.2020 00:00;;;;Liiketila;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F1-4;1,0;Yes;2002.50;20.3.2020 00:00;;;;Liiketila;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F1-5;1,0;No;33.50;20.3.2020 00:00;;;;Julkiset tilat;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F1-6;1,0;No;13.00;20.3.2020 00:00;;;;Julkiset tilat;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F1-7;1,0;No;377.50;20.3.2020 00:00;;;;Julkiset tilat;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F1-8;1,0;No;14.00;20.3.2020 00:00;;;;Julkiset tilat;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F1-9;1,0;No;13.50;20.3.2020 00:00;;;;Julkiset tilat;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F2-1;2,0;Yes;660.50;20.3.2020 00:00;;;;Liiketila;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F2-2;2,0;No;13.50;20.3.2020 00:00;;;;Julkiset tilat;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F2-3;2,0;No;13.00;20.3.2020 00:00;;;;Julkiset tilat;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F2-4;2,0;Yes;1542.00;20.3.2020 00:00;;;;Liiketila;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F2-5;2,0;No;13.00;20.3.2020 00:00;;;;Julkiset tilat;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F2-6;2,0;No;520.00;20.3.2020 00:00;;;;Tekniset tilat;Yes;
5541;Tampereen Jäähallinkaari 3;RIE00;;Liikerakennukset;61,49493094611030;23,81878850555990;15352.50;2021;;;270;837-129-843-2;;;F2-7;2,0;No;156.50;20.3.2020 00:00;;;;Julkiset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;B-10;-1,0;No;45.50;4.9.2019 14:13;;;;Muu;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;B1-1;-1,0;No;11.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;B1-11;-1,0;No;11.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;B1-12;-1,0;No;11.00;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;B1-2;-1,0;No;5.00;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;B1-3;-1,0;No;18.00;4.9.2019 14:13;;;;Muu;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;B1-4;-1,0;No;32.50;15.6.2020 00:00;;;;Tekniset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;B1-5;-1,0;No;30.50;15.6.2020 00:00;;;;Tekniset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;B1-6;-1,0;No;12.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;B1-7;-1,0;No;64.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;B1-8;-1,0;No;85.00;4.9.2019 14:13;;;;Muu;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;B1-9;-1,0;No;28.50;4.9.2019 14:13;;;;Muu;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F1-1;1,0;Yes;594.00;4.9.2019 14:13;;;510001032;Toimisto;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F1-10;1,0;No;9.00;4.9.2019 14:13;;;;Muu;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F1-11;1,0;No;13.50;4.9.2019 14:13;;;;Muu;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F1-12;1,0;No;12.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F1-13;1,0;Yes;64.00;1.5.2020 00:00;;;510001610;Liiketila;No;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F1-14;1,0;No;12.00;4.9.2019 14:13;;;;Huoltokäytävät;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F1-15;1,0;Yes;31.50;23.4.2020 00:00;;;;Liiketila;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F1-2;1,0;No;26.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F1-3;1,0;No;12.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F1-4;1,0;Yes;30.00;4.9.2019 14:13;;;510001032;Varasto;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F1-5;1,0;No;205.50;29.6.2020 00:00;;;;Julkiset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F1-6;1,0;Yes;20.50;4.9.2019 14:13;;;;Varasto;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F1-7;1,0;Yes;18.00;4.9.2019 14:13;;;;Varasto;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F1-8;1,0;No;9.00;4.9.2019 14:13;;;;Varasto;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F1-9;1,0;No;9.00;4.9.2019 14:13;;;;Varasto;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F2-1;2,0;Yes;1029.00;4.9.2020 00:00;;;510001038;Toimisto;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F2-2;2,0;No;12.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F2-3;2,0;No;12.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F3-1;3,0;Yes;285.50;4.9.2020 00:00;;;510001038;Toimisto;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F3-2;3,0;Yes;398.00;4.9.2019 14:13;;;;Toimisto;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F3-3;3,0;Yes;316.00;4.9.2019 14:13;;;510001039;Toimisto;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F3-5;3,0;No;12.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F3-6;3,0;Yes;29.50;23.10.2020 00:00;;;510001038;Julkiset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F3-7;3,0;No;12.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F4-09;4,0;Yes;133.00;1.3.2020 00:00;;;510001611;Toimisto;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F4-1;4,0;Yes;343.50;4.9.2019 14:13;;;510001536;Toimisto;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F4-2;4,0;Yes;82.50;1.3.2020 00:00;;;510001611;Toimisto;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F4-3;4,0;Yes;447.00;4.9.2019 14:13;;;;Toimisto;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F4-5;4,0;No;12.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F4-6;4,0;No;23.00;1.3.2020 00:00;;;510001611;Toimisto;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F4-7;4,0;No;12.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F5-1;5,0;Yes;1029.00;1.5.2020 00:00;;;510001610;Toimisto;No;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F5-2;5,0;No;12.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F5-3;5,0;No;12.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F6-1;6,0;Yes;1029.00;4.9.2019 14:13;;;;Toimisto;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F6-2;6,0;No;12.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F6-3;6,0;No;12.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F7-1;7,0;No;12.00;4.9.2019 14:13;;;;Huoltokäytävät;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F7-2;7,0;No;454.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F7-3;7,0;No;50.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
